wins,losses,draws,height_cm,weight_kg,reach_in_cm,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
16,6,2,187.96,127.01,182.88,0.84,50,1.37,42,4.19,69,50,0.84
8,3,1,172.72,83.01,182.88,0.84,36,1.89,50,4.74,50,100,0.84
9,4,0,182.88,83.91,182.88,0.84,50,9.86,35,0.0,0,0,0.84
10,9,2,170.18,70.31,182.88,0.84,100,1.68,68,0.0,0,50,0.84
25,25,0,180.34,70.31,182.88,0.84,26,0.56,63,0.0,0,25,0.84
10,5,0,185.42,120.2,182.88,0.83,25,5.0,33,0.0,0,0,0.83
8,7,0,182.88,120.2,182.88,0.83,42,2.23,40,0.43,100,54,0.83
5,5,0,190.5,92.99,182.88,0.83,26,2.25,62,1.78,20,0,0.83
21,9,0,180.34,77.11,182.88,0.83,36,2.6,48,0.5,5,50,0.83
17,21,1,187.96,142.88,182.88,0.83,29,3.76,40,3.13,57,100,0.83
5,2,0,175.26,90.72,182.88,0.82,61,0.5,40,2.83,75,25,0.82
5,2,0,172.72,61.23,182.88,0.82,15,0.66,69,2.47,100,50,0.82
6,1,0,177.8,83.91,182.88,0.82,50,3.84,58,0.0,0,0,0.82
12,10,0,177.8,77.11,182.88,0.82,60,7.36,51,0.0,0,66,0.82
6,1,0,185.42,70.31,190.5,0.82,42,1.65,40,0.0,0,0,0.82
5,1,0,172.72,77.11,182.88,0.82,100,2.47,60,0.0,0,66,0.82
13,16,0,182.88,108.86,182.88,0.82,27,1.91,36,0.0,0,0,0.82
13,9,0,172.72,70.31,182.88,0.82,35,6.03,45,0.0,0,0,0.82
9,11,0,172.72,77.11,182.88,0.81,33,1.9,48,1.36,100,0,0.81
8,3,0,182.88,77.11,182.88,0.81,50,0.51,79,0.0,0,0,0.81
8,4,1,175.26,70.31,182.88,0.81,33,4.31,46,0.0,0,0,0.81
4,1,0,195.58,117.93,195.58,0.81,66,2.19,30,0.0,0,42,0.81
8,3,0,175.26,65.77,182.88,0.81,22,2.21,67,3.02,100,0,0.81
4,3,0,185.42,88.45,182.88,0.81,33,1.51,67,0.0,0,60,0.81
11,5,0,175.26,77.11,182.88,0.81,33,3.23,38,9.09,75,0,0.81
19,5,0,185.42,77.11,187.96,0.8,100,3.41,19,0.0,0,0,0.8
3,1,0,175.26,77.11,182.88,0.8,70,1.2,28,1.0,8,0,0.8
10,1,0,175.26,61.23,172.72,0.8,38,3.33,29,6.0,66,0,0.8
4,1,0,185.42,77.11,195.58,0.8,28,0.13,66,0.0,0,25,0.8
4,1,0,162.56,52.16,162.56,0.8,29,4.6,42,2.0,18,0,0.8
8,2,0,162.56,56.7,175.26,0.8,41,1.13,54,0.0,0,50,0.8
23,11,3,177.8,92.99,182.88,0.8,34,1.0,71,1.0,50,37,0.8
9,5,0,177.8,83.91,182.88,0.8,57,3.4,33,9.0,50,0,0.8
7,2,0,167.64,61.23,177.8,0.8,75,1.33,50,1.0,100,40,0.8
20,10,1,175.26,65.77,177.8,0.8,44,3.2,40,0.0,0,0,0.8
6,2,0,172.72,70.31,182.88,0.8,63,1.0,21,0.0,0,22,0.8
13,3,0,167.64,65.77,182.88,0.8,51,0.0,100,3.43,66,100,0.8
10,14,0,172.72,92.99,182.88,0.8,72,0.7,63,0.0,0,0,0.8
13,19,2,187.96,92.99,182.88,0.8,38,3.1,43,0.0,0,50,0.8
0,1,0,175.26,92.99,182.88,0.79,100,8.68,38,0.0,0,0,0.79
8,2,0,182.88,92.99,182.88,0.79,100,1.18,50,0.0,0,0,0.79
7,4,0,167.64,61.23,177.8,0.79,21,1.92,74,0.0,0,50,0.79
10,4,0,152.4,52.16,154.94,0.79,27,4.96,37,2.05,83,33,0.79
14,9,0,182.88,77.11,182.88,0.79,33,3.14,42,0.0,0,0,0.79
17,5,0,175.26,70.31,182.88,0.79,25,2.75,45,0.79,100,50,0.79
6,4,0,177.8,70.31,182.88,0.79,30,1.36,41,5.09,50,0,0.79
15,7,0,177.8,70.31,182.88,0.79,50,5.26,23,0.0,0,0,0.79
0,1,0,193.04,108.86,182.88,0.78,10,4.68,62,0.0,0,0,0.78
12,3,0,182.88,83.91,182.88,0.78,42,1.57,40,0.0,0,33,0.78
34,9,2,182.88,83.91,182.88,0.78,15,2.44,60,1.74,80,55,0.78
13,5,0,162.56,61.23,182.88,0.77,31,1.64,53,0.0,0,57,0.77
6,1,0,170.18,56.7,175.26,0.77,37,3.73,40,5.28,55,0,0.77
5,3,0,190.5,99.79,182.88,0.77,42,1.82,21,2.1,40,25,0.77
6,0,0,182.88,77.11,182.88,0.77,100,0.38,75,5.77,100,0,0.77
9,5,0,193.04,102.06,182.88,0.77,23,1.2,59,0.0,0,72,0.77
4,1,0,185.42,70.31,182.88,0.76,14,4.56,33,0.0,0,0,0.76
19,27,5,177.8,90.72,182.88,0.76,22,4.39,40,0.0,0,40,0.76
17,9,1,190.5,73.03,182.88,0.76,45,1.97,27,2.28,11,0,0.76
10,7,1,190.5,106.59,182.88,0.76,83,2.12,30,4.55,100,0,0.76
4,3,0,182.88,92.99,182.88,0.75,50,2.49,41,0.0,0,0,0.75
7,4,0,190.5,97.52,182.88,0.75,39,1.1,46,3.0,100,0,0.75
18,10,2,170.18,70.31,182.88,0.75,41,1.36,68,0.0,0,33,0.75
20,10,0,175.26,69.85,182.88,0.74,50,0.74,62,3.7,100,0,0.74
20,14,2,165.1,65.77,182.88,0.74,27,3.42,54,0.0,0,100,0.74
4,2,0,170.18,70.31,182.88,0.73,37,0.13,81,2.0,40,60,0.73
15,7,0,177.8,77.11,187.96,0.73,20,2.27,46,2.46,44,40,0.73
9,3,0,193.04,83.91,187.96,0.73,47,1.47,33,0.0,0,71,0.73
19,12,3,167.64,72.57,182.88,0.73,22,2.93,52,0.0,0,0,0.73
8,4,0,195.58,77.11,195.58,0.73,73,1.33,31,0.0,0,69,0.73
6,8,0,175.26,77.11,182.88,0.73,40,2.4,45,0.0,0,16,0.73
17,12,5,167.64,63.05,182.88,0.73,44,1.2,47,0.0,0,23,0.73
9,8,0,182.88,70.31,182.88,0.73,28,1.4,54,0.0,0,57,0.73
5,5,0,175.26,92.99,182.88,0.72,26,2.12,55,1.31,40,0,0.72
12,7,0,177.8,65.77,182.88,0.72,34,2.99,41,0.0,0,50,0.72
3,1,0,167.64,70.31,182.88,0.72,75,4.65,30,5.37,37,0,0.72
9,5,0,177.8,77.11,182.88,0.71,27,2.03,25,1.52,40,58,0.71
0,1,0,187.96,129.73,182.88,0.71,14,0.0,100,0.0,0,0,0.71
23,10,0,198.12,92.99,182.88,0.71,16,3.29,46,0.0,0,66,0.71
1,1,0,195.58,120.2,190.5,0.71,42,4.47,38,7.06,25,0,0.71
5,3,0,170.18,61.23,182.88,0.7,10,1.88,72,0.0,0,0,0.7
6,10,0,185.42,99.79,182.88,0.7,43,2.89,49,0.0,0,0,0.7
31,9,3,175.26,90.72,182.88,0.7,45,0.9,52,1.6,63,25,0.7
6,5,0,160.02,65.77,182.88,0.7,42,3.07,34,3.0,35,16,0.7
29,10,0,180.34,83.91,182.88,0.69,75,4.83,19,0.0,0,0,0.69
24,6,0,172.72,70.31,182.88,0.69,11,4.56,42,0.0,0,0,0.69
11,12,1,185.42,83.91,182.88,0.69,67,3.2,29,0.0,0,20,0.69
5,3,0,177.8,77.11,182.88,0.69,29,7.37,18,0.0,0,0,0.69
1,2,0,182.88,92.99,182.88,0.69,50,5.52,46,0.0,0,0,0.69
26,9,2,177.8,92.99,182.88,0.68,50,0.68,0,5.07,66,0,0.68
7,6,0,170.18,70.31,182.88,0.68,33,1.36,0,0.0,0,0,0.68
14,5,0,175.26,77.11,182.88,0.68,66,1.69,54,0.0,0,0,0.68
40,14,9,167.64,69.85,182.88,0.68,33,2.15,45,0.62,10,27,0.68
7,1,0,177.8,77.11,182.88,0.67,30,0.34,60,2.52,25,0,0.67
8,3,0,162.56,56.7,182.88,0.67,25,3.03,50,0.0,0,83,0.67
11,10,0,182.88,92.99,182.88,0.67,25,0.0,100,0.0,0,50,0.67
7,4,1,187.96,106.59,182.88,0.67,38,4.92,15,0.0,0,25,0.67
14,18,1,165.1,61.23,182.88,0.67,37,3.2,47,0.0,0,0,0.67
6,1,0,187.96,70.31,187.96,0.67,32,2.27,38,0.0,0,54,0.67
19,7,0,180.34,83.01,182.88,0.67,16,0.0,0,0.0,0,0,0.67
28,6,0,170.18,61.23,182.88,0.67,50,0.73,67,0.0,0,25,0.67
25,7,3,172.72,69.85,182.88,0.67,31,1.13,57,0.0,0,0,0.67
8,5,0,167.64,61.23,182.88,0.66,30,0.82,84,2.47,50,0,0.66
1,3,0,177.8,92.99,182.88,0.66,30,3.28,31,0.0,0,0,0.66
2,4,0,182.88,65.77,182.88,0.66,15,1.71,65,0.0,0,0,0.66
5,2,0,167.64,56.7,165.1,0.65,33,0.87,50,3.27,100,0,0.65
16,14,0,175.26,77.11,182.88,0.65,41,1.55,44,2.47,70,43,0.65
8,3,0,193.04,92.99,205.74,0.65,26,3.64,21,0.0,0,0,0.65
13,4,0,175.26,65.77,172.72,0.65,52,0.95,53,0.0,0,0,0.65
12,6,0,175.26,70.31,175.26,0.65,60,6.52,41,0.0,0,80,0.65
10,3,0,165.1,56.7,167.64,0.65,20,5.22,48,0.0,0,0,0.65
10,5,2,182.88,92.99,182.88,0.64,52,1.35,41,1.75,40,0,0.64
14,19,0,180.34,83.91,182.88,0.64,25,1.96,57,1.07,57,62,0.64
0,4,0,170.18,69.85,182.88,0.63,36,1.85,56,1.1,75,0,0.63
12,5,1,172.72,65.77,182.88,0.63,28,2.53,55,0.5,50,41,0.63
8,3,0,182.88,83.91,182.88,0.63,55,7.01,25,2.82,50,60,0.63
0,1,0,177.8,83.91,182.88,0.63,33,17.05,32,0.0,0,0,0.63
3,3,0,185.42,92.99,182.88,0.63,41,2.66,40,3.8,66,0,0.63
7,1,0,170.18,56.7,180.34,0.63,66,6.17,25,0.0,0,25,0.63
0,1,0,167.64,63.05,182.88,0.62,50,0.94,0,0.0,0,14,0.62
4,2,0,187.96,97.52,182.88,0.62,66,6.22,23,0.0,0,0,0.62
16,3,1,187.96,83.91,182.88,0.62,33,12.62,10,0.0,0,0,0.62
4,3,0,187.96,92.99,182.88,0.61,9,4.65,61,0.0,0,0,0.61
2,3,0,180.34,70.31,182.88,0.61,42,4.44,31,0.0,0,0,0.61
12,6,0,190.5,106.59,182.88,0.61,62,2.77,40,1.84,40,16,0.61
8,13,3,193.04,99.79,182.88,0.6,40,3.4,35,1.0,100,37,0.6
7,1,1,165.1,56.7,167.64,0.6,36,3.33,43,1.0,33,0,0.6
18,9,4,180.34,92.99,182.88,0.6,16,3.93,39,0.0,0,6,0.6
9,8,0,182.88,77.11,182.88,0.6,33,3.6,50,0.0,0,0,0.6
10,5,0,172.72,69.85,182.88,0.6,45,0.93,53,0.0,0,66,0.6
18,6,3,170.18,65.77,182.88,0.6,20,4.18,57,0.0,0,0,0.6
21,13,1,172.72,77.11,182.88,0.6,40,0.97,50,0.0,0,25,0.6
6,3,0,195.58,83.91,182.88,0.6,25,1.8,62,0.0,0,50,0.6
3,4,0,185.42,77.11,182.88,0.6,40,2.4,40,1.0,100,16,0.6
8,5,0,175.26,77.11,182.88,0.6,45,2.22,44,3.33,45,50,0.6
13,8,0,185.42,77.11,182.88,0.6,20,3.53,55,0.0,0,50,0.6
45,30,1,177.8,65.77,182.88,0.59,18,3.51,33,0.0,0,0,0.59
7,1,0,185.42,83.91,182.88,0.59,50,6.9,12,0.0,0,0,0.59
17,12,0,167.64,70.31,182.88,0.59,20,2.35,33,0.0,0,50,0.59
18,10,0,162.56,61.23,182.88,0.59,45,2.58,55,0.0,0,8,0.59
7,3,0,175.26,77.11,182.88,0.59,66,5.91,16,0.0,0,33,0.59
11,13,0,180.34,92.99,182.88,0.59,25,0.89,66,4.43,100,0,0.59
31,17,0,177.8,65.77,182.88,0.58,50,1.16,55,0.0,0,50,0.58
16,4,1,167.64,61.23,182.88,0.57,45,0.96,66,5.73,60,0,0.57
15,12,3,172.72,63.05,182.88,0.57,25,1.57,47,4.5,50,100,0.57
13,3,0,167.64,61.23,182.88,0.57,31,0.96,65,0.85,25,50,0.57
11,8,0,167.64,70.31,182.88,0.57,33,1.71,47,0.78,33,0,0.57
16,25,0,185.42,92.99,182.88,0.57,20,8.33,27,4.31,25,0,0.57
14,5,0,172.72,61.23,180.34,0.57,34,3.02,39,1.08,16,40,0.57
10,7,0,177.8,70.31,182.88,0.56,25,1.69,33,4.23,50,80,0.56
36,16,2,162.56,63.05,182.88,0.55,30,1.74,57,0.0,0,0,0.55
4,2,0,177.8,61.23,182.88,0.54,16,0.0,100,0.0,0,0,0.54
13,5,1,182.88,92.99,182.88,0.54,33,3.51,27,0.0,0,0,0.54
2,1,0,172.72,83.91,182.88,0.54,21,3.22,28,2.69,33,0,0.54
25,19,4,175.26,77.11,182.88,0.53,38,1.06,44,0.38,50,56,0.53
10,11,0,167.64,65.77,182.88,0.53,50,2.4,32,5.0,27,100,0.53
4,8,0,172.72,63.05,182.88,0.53,9,2.79,63,0.0,0,0,0.53
2,2,0,172.72,83.91,182.88,0.53,50,4.4,32,8.0,50,0,0.53
4,6,0,182.88,93.89,182.88,0.53,33,1.06,33,0.0,0,50,0.53
23,7,0,175.26,77.11,182.88,0.53,34,0.58,66,0.0,0,20,0.53
33,18,0,180.34,77.11,182.88,0.53,20,1.97,46,0.99,33,25,0.53
14,2,0,182.88,70.31,185.42,0.53,26,1.9,51,0.53,16,33,0.53
9,5,0,185.42,92.99,182.88,0.52,23,2.93,42,1.57,33,50,0.52
5,2,0,177.8,70.31,175.26,0.52,28,3.41,35,0.0,0,0,0.52
17,15,1,167.64,77.11,182.88,0.51,34,0.73,58,1.1,50,44,0.51
8,4,0,182.88,77.11,182.88,0.51,20,0.81,50,3.03,100,0,0.51
19,4,0,182.88,106.59,182.88,0.51,50,4.62,57,0.0,0,20,0.51
20,3,0,167.64,61.23,182.88,0.51,40,4.07,43,1.91,12,50,0.51
10,6,0,187.96,92.99,182.88,0.5,62,6.95,27,0.0,0,0,0.5
15,12,0,182.88,77.11,182.88,0.5,46,2.02,30,0.0,0,53,0.5
12,3,0,172.72,77.11,182.88,0.5,55,0.2,33,3.0,100,0,0.5
12,15,2,182.88,77.11,182.88,0.49,30,1.64,47,0.84,17,21,0.49
11,4,1,177.8,65.77,182.88,0.48,42,3.84,51,2.4,50,0,0.48
7,9,0,180.34,92.99,182.88,0.48,23,4.81,52,0.0,0,0,0.48
9,5,0,185.42,77.11,200.66,0.48,23,2.53,39,4.07,52,28,0.48
75,21,0,190.5,92.99,182.88,0.48,30,4.03,41,4.84,57,44,0.48
4,4,0,177.8,65.77,182.88,0.47,12,0.47,94,0.0,0,0,0.47
0,1,0,167.64,106.59,182.88,0.47,20,3.72,60,0.0,0,0,0.47
26,18,1,170.18,70.31,182.88,0.47,25,9.77,36,0.0,0,50,0.47
7,5,0,175.26,77.11,182.88,0.47,33,10.91,19,0.0,0,0,0.47
7,2,0,187.96,83.91,170.18,0.46,40,2.32,33,0.0,0,0,0.46
19,11,7,177.8,77.11,182.88,0.46,33,12.92,9,0.0,0,0,0.46
21,10,0,175.26,70.31,182.88,0.45,26,1.79,46,0.0,0,0,0.45
14,7,0,175.26,61.23,182.88,0.44,13,4.99,33,0.0,0,0,0.44
15,5,0,165.1,70.31,182.88,0.43,25,2.61,57,0.0,0,50,0.43
19,13,0,190.5,92.99,187.96,0.43,18,4.07,13,0.0,0,33,0.43
0,1,0,170.18,65.77,182.88,0.43,25,1.73,50,19.42,50,100,0.43
1,1,0,177.8,56.7,182.88,0.43,50,0.0,0,0.0,0,0,0.43
12,0,0,177.8,92.99,182.88,0.43,60,4.34,45,0.0,0,0,0.43
29,12,1,175.26,65.77,177.8,0.41,50,2.84,41,6.08,50,0,0.41
10,6,0,180.34,83.91,190.5,0.41,32,2.42,42,1.95,24,30,0.41
12,14,0,187.96,100.24,182.88,0.41,46,0.47,60,0.89,50,20,0.41
1,3,0,185.42,95.25,182.88,0.41,50,2.69,37,0.0,0,0,0.41
2,6,0,226.06,174.63,182.88,0.4,15,2.72,47,0.42,100,16,0.4
17,4,1,160.02,56.7,162.56,0.4,50,6.47,20,0.0,0,50,0.4
2,14,0,182.88,84.37,182.88,0.4,31,3.53,46,0.0,0,20,0.4
33,20,0,175.26,92.99,182.88,0.39,40,8.9,42,0.0,0,0,0.39
4,2,0,180.34,106.59,182.88,0.39,100,0.77,33,0.0,0,0,0.39
6,4,0,177.8,77.11,182.88,0.38,25,0.77,0,0.0,0,0,0.38
8,2,1,190.5,83.91,182.88,0.36,15,3.28,32,0.9,100,42,0.36
0,1,0,175.26,95.25,182.88,0.35,50,3.25,42,0.0,0,0,0.35
0,2,1,187.96,92.99,182.88,0.34,14,0.69,60,0.0,0,0,0.34
29,20,2,185.42,77.11,182.88,0.34,26,3.65,44,0.0,0,42,0.34
3,5,0,177.8,92.99,182.88,0.33,12,7.29,24,0.0,0,0,0.33
6,3,0,157.48,52.16,160.02,0.33,15,2.27,55,0.0,0,0,0.33
6,11,0,187.96,120.2,182.88,0.33,66,4.31,40,0.0,0,0,0.33
28,32,1,187.96,90.72,182.88,0.33,33,2.64,11,0.0,0,0,0.33
3,7,4,170.18,83.01,182.88,0.33,45,0.93,46,0.0,0,0,0.33
11,3,0,182.88,104.33,182.88,0.33,41,2.47,41,0.0,0,60,0.33
0,3,0,177.8,83.91,182.88,0.32,13,3.34,25,0.0,0,0,0.32
11,4,0,185.42,83.91,182.88,0.32,100,3.36,12,2.4,16,0,0.32
2,6,2,182.88,99.79,182.88,0.31,24,1.92,39,1.15,20,0,0.31
8,1,0,167.64,70.31,180.34,0.31,50,7.64,31,0.0,0,0,0.31
13,19,3,175.26,70.31,182.88,0.31,17,5.0,42,0.0,0,0,0.31
11,3,0,182.88,77.11,185.42,0.31,27,5.34,23,0.0,0,25,0.31
5,12,2,182.88,77.11,182.88,0.3,46,1.93,38,0.0,0,10,0.3
6,7,0,175.26,83.91,182.88,0.3,25,2.4,50,4.5,100,0,0.3
14,7,0,182.88,83.91,190.5,0.29,16,0.57,33,0.0,0,0,0.29
4,3,0,177.8,65.77,182.88,0.29,100,1.74,60,0.0,0,0,0.29
15,10,0,175.26,83.91,182.88,0.29,33,1.44,0,0.0,0,50,0.29
1,4,0,162.56,52.16,182.88,0.29,16,2.06,30,0.0,0,0,0.29
0,2,0,177.8,92.99,182.88,0.28,29,3.13,48,0.0,0,33,0.28
15,8,0,162.56,111.58,182.88,0.28,5,8.17,25,0.0,0,0,0.28
4,2,0,187.96,92.99,182.88,0.28,20,1.41,52,0.0,0,0,0.28
15,11,0,190.5,120.66,182.88,0.28,41,0.89,28,2.92,77,0,0.28
1,1,0,182.88,76.2,182.88,0.27,10,2.67,39,0.0,0,0,0.27
15,14,1,185.42,83.91,182.88,0.27,12,6.27,28,0.0,0,0,0.27
11,4,0,190.5,113.4,182.88,0.27,10,3.86,38,0.0,0,0,0.27
5,4,0,187.96,83.01,182.88,0.27,21,1.53,36,0.0,0,50,0.27
22,8,1,182.88,113.4,182.88,0.26,4,3.86,42,0.0,0,0,0.26
8,3,0,177.8,77.11,182.88,0.26,16,2.7,43,1.93,100,25,0.26
12,6,0,182.88,70.31,182.88,0.25,19,1.67,47,0.76,100,60,0.25
6,6,0,185.42,70.31,193.04,0.25,27,2.11,43,0.0,0,28,0.25
5,7,1,172.72,90.72,182.88,0.23,25,1.82,69,0.0,0,0,0.23
5,1,0,180.34,83.91,182.88,0.23,50,3.22,17,0.0,0,0,0.23
9,10,0,177.8,65.77,182.88,0.23,23,2.17,42,0.0,0,22,0.23
0,3,0,187.96,107.95,182.88,0.21,25,1.87,60,0.0,0,0,0.21
15,9,0,180.34,83.91,182.88,0.21,20,0.85,50,0.0,0,0,0.21
4,2,0,170.18,70.31,180.34,0.21,50,7.37,25,3.16,100,0,0.21
22,8,0,170.18,70.31,182.88,0.2,50,3.05,50,0.0,0,0,0.2
10,5,0,177.8,61.23,177.8,0.2,75,2.07,42,0.0,0,25,0.2
10,5,0,180.34,90.72,182.88,0.2,36,2.6,53,0.0,0,25,0.2
1,1,0,170.18,70.31,182.88,0.2,25,1.4,47,2.0,12,0,0.2
2,2,0,177.8,77.11,182.88,0.19,50,2.05,38,5.59,66,0,0.19
9,1,0,175.26,83.91,187.96,0.18,8,6.14,36,0.0,0,25,0.18
10,5,0,177.8,83.91,180.34,0.18,12,4.03,56,2.67,60,0,0.18
2,6,0,172.72,99.79,182.88,0.18,50,1.83,52,2.75,50,0,0.18
13,22,0,177.8,77.11,182.88,0.18,25,2.39,32,0.0,0,33,0.18
18,21,0,180.34,70.31,182.88,0.17,100,0.34,0,0.0,0,66,0.17
6,5,0,190.5,106.59,182.88,0.17,15,2.5,28,0.0,0,14,0.17
3,2,0,182.88,106.59,182.88,0.17,10,1.99,57,4.97,40,100,0.17
30,11,1,175.26,92.99,182.88,0.16,20,2.95,26,0.0,0,0,0.16
1,2,0,172.72,83.91,182.88,0.16,5,1.09,36,0.0,0,0,0.16
18,9,0,185.42,77.11,182.88,0.16,33,3.74,14,2.44,25,0,0.16
30,18,11,165.1,61.23,182.88,0.14,33,4.68,30,0.0,0,0,0.14
25,16,4,175.26,92.99,182.88,0.14,50,3.65,38,2.11,25,0,0.14
2,2,0,177.8,70.31,182.88,0.13,18,0.73,62,2.0,40,60,0.13
8,4,0,172.72,77.11,187.96,0.13,33,0.8,71,3.0,75,0,0.13
12,18,5,180.34,81.65,182.88,0.13,21,1.4,46,0.5,100,0,0.13
9,3,0,165.1,61.23,182.88,0.11,7,7.36,31,0.0,0,0,0.11
1,8,0,180.34,92.99,182.88,0.09,11,5.9,38,0.0,0,0,0.09
4,2,0,182.88,120.2,195.58,0.07,8,1.6,44,0.0,0,0,0.07
1,1,0,175.26,86.18,182.88,0.06,10,2.45,32,0.0,0,0,0.06
0,1,0,170.18,64.86,182.88,0.0,0,0.0,0,0.0,0,0,0.0
7,0,0,182.88,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
6,2,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
8,2,0,167.64,56.7,182.88,0.0,0,0.0,0,0.0,0,0,0.0
10,1,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
5,3,0,175.26,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
1,4,0,175.26,72.57,182.88,0.0,0,0.0,0,0.0,0,0,0.0
1,0,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
7,9,0,177.8,83.91,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,3,0,182.88,99.79,182.88,0.0,0,26.67,50,0.0,0,0,0.0
14,14,0,182.88,70.31,182.88,0.0,0,0.0,0,0.0,0,0,0.0
2,1,0,177.8,65.77,182.88,0.0,0,0.0,0,0.0,0,0,0.0
3,1,0,162.56,61.23,182.88,0.0,0,0.0,0,0.0,0,0,0.0
1,3,0,172.72,70.31,182.88,0.0,0,7.46,37,4.86,100,0,0.0
11,9,0,177.8,83.91,182.88,0.0,0,2.05,60,0.0,0,100,0.0
13,1,0,177.8,56.7,182.88,0.0,0,0.0,0,0.0,0,0,0.0
4,2,0,180.34,70.31,182.88,0.0,0,0.0,0,0.0,0,0,0.0
3,1,0,177.8,83.91,182.88,0.0,0,0.0,0,0.0,0,0,0.0
11,0,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
11,4,0,175.26,77.11,182.88,0.0,0,0.0,100,0.0,0,0,0.0
6,4,0,177.8,70.31,182.88,0.0,0,0.0,0,0.0,0,0,0.0
2,0,0,175.26,102.51,182.88,0.0,0,0.0,0,0.0,0,0,0.0
5,5,0,185.42,99.79,182.88,0.0,0,0.0,0,0.0,0,0,0.0
5,3,0,185.42,92.99,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,2,0,182.88,92.99,182.88,0.0,0,0.0,0,0.0,0,0,0.0
5,4,0,177.8,83.91,182.88,0.0,0,3.53,0,0.0,0,0,0.0
4,2,0,177.8,68.04,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,2,0,167.64,61.23,182.88,0.0,0,24.62,44,0.0,0,0,0.0
16,2,0,175.26,56.7,182.88,0.0,0,0.0,0,0.0,0,0,0.0
45,35,10,180.34,83.91,182.88,0.0,0,0.0,0,0.0,0,0,0.0
2,1,0,177.8,95.25,182.88,0.0,0,0.0,0,0.0,0,0,0.0
3,5,0,172.72,64.86,182.88,0.0,0,0.0,0,0.0,0,0,0.0
3,3,0,162.56,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
11,3,0,162.56,65.77,182.88,0.0,0,0.0,0,0.0,0,0,0.0
13,6,0,172.72,70.31,182.88,0.0,0,2.86,45,0.0,0,0,0.0
2,1,0,185.42,131.54,182.88,0.0,0,0.0,0,0.0,0,0,0.0
13,5,0,170.18,65.77,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,1,0,182.88,151.95,182.88,0.0,0,0.0,0,0.0,0,0,0.0
3,4,3,182.88,70.31,182.88,0.0,0,4.0,66,0.0,0,0,0.0
2,2,0,177.8,83.91,182.88,0.0,0,0.0,0,0.0,0,0,0.0
3,0,0,170.18,92.99,182.88,0.0,0,0.0,0,0.0,0,0,0.0
10,3,0,177.8,92.99,182.88,0.0,0,0.0,0,0.0,0,0,0.0
4,1,0,177.8,83.91,182.88,0.0,0,0.0,0,0.0,0,0,0.0
8,1,0,190.5,92.99,200.66,0.0,0,0.0,0,0.0,0,0,0.0
0,5,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
4,2,0,177.8,90.26,182.88,0.0,0,0.0,0,0.0,0,0,0.0
3,2,0,177.8,102.06,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,1,0,190.5,95.25,182.88,0.0,0,0.0,0,0.0,0,0,0.0
1,2,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
2,3,0,167.64,61.23,182.88,0.0,0,0.0,0,0.0,0,0,0.0
11,4,0,180.34,90.26,182.88,0.0,0,0.0,0,0.0,0,0,0.0
4,2,0,172.72,70.31,182.88,0.0,0,0.67,75,0.0,0,66,0.0
6,0,0,182.88,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
20,11,1,177.8,99.79,182.88,0.0,0,0.0,100,0.0,0,0,0.0
11,10,0,185.42,104.33,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,0,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
2,2,0,185.42,83.91,182.88,0.0,0,0.0,0,0.0,0,0,0.0
7,1,0,177.8,92.99,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,1,0,167.64,72.57,182.88,0.0,0,0.0,0,0.0,0,0,0.0
6,0,0,190.5,112.04,190.5,0.0,0,0.0,0,0.0,0,0,0.0
8,1,0,182.88,102.06,182.88,0.0,0,0.0,0,0.0,0,0,0.0
2,6,0,187.96,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
0,1,0,177.8,77.11,182.88,0.0,0,0.0,0,0.0,0,0,0.0
14,26,0,175.26,70.31,182.88,0.0,0,0.0,0,0.0,0,0,0.0
13,6,0,170.18,56.7,175.26,0.0,0,0.0,0,0.0,0,0,0.0
7,7,0,177.8,61.23,182.88,0.0,0,0.0,0,0.0,0,0,0.0
33,21,1,180.34,86.18,182.88,0.0,0,0.0,0,0.0,0,0,0.0
1,1,0,175.26,90.72,182.88,0.0,0,0.0,0,0.0,0,0,0.0
