wins,losses,draws,height_cm,weight_kg,reach_in_cm,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
5,3,0,180.34,77.11,182.88,3.63,45,3.63,54,2.37,100,50,3.63
13,3,0,170.18,61.23,172.72,3.63,37,4.2,55,0.0,0,45,3.63
11,3,0,180.34,65.77,180.34,3.63,53,4.4,50,0.36,66,72,3.63
12,5,0,175.26,65.77,190.5,3.63,41,2.9,53,2.0,18,100,3.63
18,8,0,175.26,77.11,180.34,3.63,41,3.31,58,1.0,30,62,3.63
7,6,0,187.96,83.91,190.5,3.63,34,5.76,55,0.65,30,80,3.63
11,5,1,190.5,104.33,182.88,3.62,56,3.16,33,0.0,0,42,3.62
13,4,0,182.88,83.91,177.8,3.62,38,4.64,61,1.86,34,78,3.62
14,4,0,182.88,174.63,182.88,3.61,66,7.22,40,0.0,0,0,3.61
19,12,0,182.88,83.91,182.88,3.61,54,3.46,47,1.13,100,0,3.61
21,10,1,185.42,114.76,190.5,3.61,56,2.96,51,1.34,47,59,3.61
10,3,0,182.88,83.91,185.42,3.61,51,3.03,51,4.48,54,71,3.61
10,3,0,167.64,56.7,167.64,3.61,45,5.06,36,0.0,0,0,3.61
12,2,0,177.8,70.31,182.88,3.6,38,4.6,71,0.0,0,83,3.6
14,2,0,165.1,56.7,165.1,3.6,51,1.83,52,2.85,40,75,3.6
13,4,1,180.34,83.91,182.88,3.6,33,6.0,16,0.0,0,50,3.6
9,5,0,172.72,61.23,175.26,3.6,45,3.0,64,2.7,47,42,3.6
10,6,0,198.12,117.93,205.74,3.6,44,3.84,46,0.79,43,60,3.6
19,2,0,165.1,56.7,167.64,3.6,45,2.45,62,2.0,44,55,3.6
12,5,0,182.88,77.11,185.42,3.6,52,2.53,56,3.78,34,83,3.6
3,4,0,175.26,56.7,182.88,3.6,51,2.53,74,0.0,0,80,3.6
14,6,0,190.5,120.2,182.88,3.6,42,6.03,44,3.12,42,0,3.6
5,1,0,165.1,52.16,165.1,3.6,37,3.73,37,0.0,0,33,3.6
12,4,0,190.5,83.91,190.5,3.59,30,3.13,57,0.41,100,50,3.59
13,5,1,165.1,56.7,162.56,3.59,39,3.25,67,2.08,30,88,3.59
17,5,0,187.96,92.99,198.12,3.59,46,3.73,44,1.55,35,100,3.59
24,9,1,193.04,104.78,195.58,3.59,52,2.64,55,1.75,31,31,3.59
8,1,0,185.42,119.75,187.96,3.59,73,2.45,40,7.34,100,100,3.59
4,3,0,180.34,77.11,182.88,3.59,38,5.08,59,0.93,100,0,3.59
5,1,0,182.88,92.99,182.88,3.58,36,4.81,62,1.76,40,0,3.58
11,2,0,182.88,77.11,180.34,3.58,52,1.96,58,1.81,34,41,3.58
13,2,0,182.88,92.99,198.12,3.58,41,5.56,39,1.02,28,62,3.58
12,5,0,165.1,61.23,182.88,3.57,41,4.63,62,4.0,42,83,3.57
24,13,0,187.96,83.91,190.5,3.57,44,2.96,56,0.27,19,57,3.57
6,9,0,193.04,70.31,203.2,3.57,46,1.61,70,3.02,80,100,3.57
31,8,0,170.18,61.23,177.8,3.57,46,3.74,60,0.49,54,91,3.57
27,14,1,185.42,92.99,193.04,3.57,50,2.79,54,2.01,48,49,3.57
11,5,0,170.18,56.7,167.64,3.56,51,2.16,55,3.42,63,82,3.56
13,6,0,185.42,83.91,182.88,3.56,54,2.94,45,1.15,22,34,3.56
18,12,0,160.02,52.16,157.48,3.56,46,4.19,49,1.42,32,70,3.56
14,3,0,177.8,70.31,182.88,3.56,47,2.5,58,3.0,54,23,3.56
12,2,0,172.72,70.31,182.88,3.56,49,3.97,52,2.86,66,62,3.56
16,13,0,162.56,56.7,162.56,3.56,41,3.79,58,0.78,27,53,3.56
13,7,0,185.42,92.99,190.5,3.56,42,5.74,52,1.4,71,50,3.56
13,5,0,182.88,77.11,190.5,3.56,35,3.8,57,1.16,19,82,3.56
18,1,1,190.5,92.99,190.5,3.56,52,2.2,58,1.07,31,86,3.56
13,3,0,170.18,65.77,172.72,3.56,38,3.77,53,0.0,0,33,3.56
17,4,0,193.04,120.2,203.2,3.56,49,1.89,59,5.93,53,33,3.56
15,8,0,185.42,83.91,190.5,3.56,47,4.39,50,1.54,24,79,3.56
13,3,0,177.8,83.91,185.42,3.55,51,3.21,63,1.7,41,61,3.55
24,8,0,190.5,112.94,198.12,3.55,48,3.35,55,1.39,33,79,3.55
8,4,0,190.5,92.99,198.12,3.55,49,4.26,47,0.97,30,80,3.55
12,5,0,190.5,120.2,208.28,3.55,50,2.79,64,0.0,0,55,3.55
18,3,0,172.72,61.23,177.8,3.55,47,2.13,57,1.01,16,66,3.55
3,5,0,160.02,52.16,162.56,3.55,44,3.2,51,1.53,38,28,3.55
5,3,0,172.72,77.11,182.88,3.54,48,7.52,45,0.0,0,100,3.54
13,3,1,162.56,52.16,165.1,3.54,55,4.66,42,0.82,55,55,3.54
11,5,0,177.8,70.31,185.42,3.54,45,2.87,54,1.55,29,46,3.54
34,9,0,177.8,70.31,187.96,3.54,53,3.19,51,2.32,40,55,3.54
21,12,0,177.8,70.31,177.8,3.54,47,3.39,57,0.46,28,57,3.54
7,6,0,187.96,92.99,190.5,3.54,52,6.53,42,0.0,0,0,3.54
12,4,0,172.72,65.77,180.34,3.54,57,3.15,41,3.37,40,100,3.54
16,4,0,190.5,117.93,198.12,3.54,49,3.79,49,4.56,64,70,3.54
9,3,0,170.18,56.7,172.72,3.54,40,4.41,51,2.17,37,80,3.54
17,7,0,182.88,77.11,185.42,3.53,39,2.42,57,1.37,20,38,3.53
2,1,0,160.02,52.16,165.1,3.53,62,2.58,50,3.06,60,0,3.53
3,1,0,185.42,120.2,182.88,3.53,16,49.41,22,0.0,0,0,3.53
19,10,0,177.8,77.11,182.88,3.53,26,7.07,43,1.0,11,0,3.53
14,2,0,177.8,70.31,182.88,3.53,46,4.07,36,0.0,0,33,3.53
11,7,1,172.72,65.77,175.26,3.53,39,3.27,54,0.0,0,40,3.53
9,3,0,152.4,52.16,157.48,3.53,41,3.23,57,2.5,45,66,3.53
5,3,0,190.5,120.2,205.74,3.53,72,2.11,50,3.9,55,60,3.53
18,9,1,182.88,83.91,182.88,3.53,58,2.8,73,0.0,0,0,3.53
18,6,0,180.34,77.11,182.88,3.53,46,2.74,63,0.27,42,79,3.53
16,6,0,182.88,70.31,185.42,3.53,37,3.59,58,0.0,0,50,3.53
3,0,0,185.42,92.99,182.88,3.53,53,0.4,68,4.0,80,0,3.53
18,8,1,175.26,65.77,182.88,3.53,51,2.0,48,1.33,16,57,3.53
17,6,0,180.34,65.77,180.34,3.52,51,6.88,39,4.8,40,0,3.52
32,15,0,172.72,77.11,177.8,3.52,47,3.19,60,2.01,35,56,3.52
8,2,0,187.96,77.11,187.96,3.52,34,8.67,56,3.52,33,50,3.52
3,2,0,175.26,77.11,182.88,3.52,56,4.71,63,3.1,66,57,3.52
30,14,1,175.26,83.91,182.88,3.52,48,2.64,51,0.33,25,78,3.52
30,18,0,172.72,81.65,182.88,3.52,36,2.85,62,0.33,20,81,3.52
14,4,0,182.88,83.91,187.96,3.52,42,3.48,62,1.36,36,52,3.52
28,8,0,162.56,56.7,165.1,3.52,34,2.67,61,1.41,30,62,3.52
13,15,1,175.26,65.77,165.1,3.52,41,4.82,50,0.39,25,52,3.52
11,6,0,185.42,77.11,193.04,3.52,41,4.31,57,0.32,15,63,3.52
12,6,0,167.64,61.23,162.56,3.51,43,3.31,55,0.0,0,47,3.51
8,0,0,170.18,56.7,167.64,3.51,48,2.62,59,2.23,30,100,3.51
23,9,0,185.42,83.91,195.58,3.51,47,3.05,51,3.14,33,85,3.51
16,9,0,172.72,56.7,167.64,3.51,46,1.78,67,0.67,18,68,3.51
10,4,0,190.5,83.91,198.12,3.51,23,5.32,57,0.0,0,58,3.51
25,2,0,177.8,83.91,182.88,3.51,72,0.54,66,2.03,100,100,3.51
16,8,0,165.1,56.7,165.1,3.51,40,3.01,59,0.25,33,63,3.51
10,1,0,170.18,61.23,180.34,3.51,46,2.46,58,1.4,54,70,3.51
13,6,0,167.64,61.23,177.8,3.51,37,4.28,61,0.75,22,66,3.51
14,2,0,170.18,61.23,167.64,3.51,48,2.75,68,1.03,21,85,3.51
10,3,0,177.8,77.11,190.5,3.5,40,4.97,50,0.0,0,58,3.5
11,22,0,180.34,92.99,182.88,3.5,44,10.51,27,0.0,0,0,3.5
20,10,1,193.04,108.86,182.88,3.5,55,2.14,48,2.18,42,66,3.5
13,9,0,170.18,70.31,180.34,3.5,36,5.61,57,0.44,16,80,3.5
13,2,0,172.72,56.7,175.26,3.49,39,1.66,67,1.66,66,100,3.49
26,26,0,190.5,92.99,182.88,3.49,42,5.71,57,0.0,0,0,3.49
3,1,0,185.42,77.11,182.88,3.49,62,6.98,50,0.0,0,0,3.49
20,4,1,170.18,70.31,182.88,3.49,54,3.53,53,1.52,45,83,3.49
14,9,1,182.88,83.91,182.88,3.49,39,6.5,43,0.0,0,66,3.49
15,5,1,193.04,92.99,198.12,3.49,43,3.89,51,1.9,50,77,3.49
18,8,0,175.26,83.91,175.26,3.49,45,3.99,53,3.83,46,63,3.49
13,4,0,162.56,52.16,160.02,3.49,40,4.21,51,0.77,14,40,3.49
20,5,0,177.8,65.77,182.88,3.49,55,2.21,64,1.69,42,66,3.49
11,6,0,182.88,65.77,187.96,3.48,38,3.02,47,0.87,54,69,3.48
11,8,0,165.1,61.23,165.1,3.48,30,6.13,59,0.0,0,71,3.48
20,6,0,165.1,56.7,172.72,3.48,43,3.29,59,0.58,30,70,3.48
6,0,0,170.18,61.23,172.72,3.47,54,3.2,55,0.0,0,75,3.47
9,4,0,185.42,77.11,187.96,3.47,65,3.53,56,0.0,0,50,3.47
14,13,1,167.64,56.7,167.64,3.47,47,2.07,70,0.81,33,72,3.47
11,3,0,175.26,65.77,180.34,3.47,57,3.5,57,5.2,44,61,3.47
21,8,6,165.1,56.7,182.88,3.47,39,4.71,65,0.0,0,80,3.47
8,1,0,190.5,77.11,182.88,3.47,50,1.43,69,0.58,33,58,3.47
16,8,1,172.72,61.23,175.26,3.47,42,4.68,53,0.0,0,52,3.47
12,4,0,175.26,70.31,182.88,3.47,43,4.07,43,3.0,25,33,3.47
15,5,1,180.34,65.77,180.34,3.46,44,4.56,52,1.15,20,73,3.46
12,1,0,177.8,70.31,175.26,3.46,50,3.83,46,0.0,0,25,3.46
12,4,0,187.96,83.91,190.5,3.46,51,4.13,43,2.17,39,63,3.46
15,3,0,185.42,77.11,185.42,3.46,46,2.66,56,0.0,0,66,3.46
9,1,0,160.02,52.16,160.02,3.46,46,2.98,57,3.31,41,66,3.46
10,5,0,170.18,56.7,175.26,3.45,35,3.18,61,1.6,58,78,3.45
30,14,1,172.72,70.31,175.26,3.45,34,3.78,61,1.18,34,60,3.45
5,1,0,190.5,77.11,200.66,3.45,43,5.79,38,0.0,0,0,3.45
28,12,0,190.5,77.11,203.2,3.45,46,2.4,53,2.22,40,55,3.45
15,8,0,187.96,104.33,187.96,3.45,43,3.3,43,1.13,26,42,3.45
10,0,0,187.96,92.99,200.66,3.45,47,2.64,53,3.25,42,100,3.45
9,4,0,162.56,56.7,170.18,3.45,62,4.48,66,0.0,0,0,3.45
23,9,1,167.64,61.23,170.18,3.45,35,3.18,61,0.54,22,70,3.45
15,6,0,175.26,56.7,172.72,3.45,38,2.63,50,0.66,100,39,3.45
19,12,0,177.8,65.77,175.26,3.44,49,3.58,36,2.66,50,53,3.44
13,5,0,182.88,83.91,185.42,3.44,49,3.05,60,1.57,30,78,3.44
22,8,0,175.26,65.77,185.42,3.44,33,2.53,63,1.64,41,71,3.44
28,11,0,177.8,65.77,180.34,3.44,38,3.27,52,2.85,35,56,3.44
10,8,0,167.64,61.23,172.72,3.44,55,2.84,51,2.27,55,64,3.44
30,12,2,172.72,65.77,172.72,3.44,47,3.25,50,3.3,32,43,3.44
8,2,0,193.04,92.99,203.2,3.44,33,4.92,54,0.0,0,0,3.44
12,7,0,180.34,70.31,182.88,3.44,52,4.01,46,0.65,33,50,3.44
10,5,0,157.48,52.16,149.86,3.44,43,5.06,43,0.49,13,30,3.44
9,3,1,167.64,52.16,165.1,3.44,68,3.94,53,1.86,66,53,3.44
13,6,0,170.18,70.31,172.72,3.43,51,2.62,67,2.14,75,0,3.43
13,2,0,187.96,120.2,182.88,3.43,35,2.07,64,0.0,0,100,3.43
15,13,1,185.42,61.23,182.88,3.43,34,2.47,60,1.05,57,59,3.43
10,7,0,177.8,83.91,185.42,3.43,55,2.63,55,2.5,50,40,3.43
27,3,1,160.02,56.7,167.64,3.43,54,1.66,67,3.35,56,65,3.43
12,4,0,190.5,120.2,195.58,3.43,45,3.08,44,1.09,24,69,3.43
17,6,0,185.42,92.99,200.66,3.43,54,3.97,49,0.53,18,70,3.43
7,8,1,167.64,70.31,182.88,3.43,36,10.29,62,0.0,0,0,3.43
7,1,0,160.02,52.16,172.72,3.42,52,1.81,62,1.57,23,0,3.42
2,0,0,185.42,97.52,182.88,3.42,67,0.45,46,1.94,100,100,3.42
8,1,0,172.72,61.23,175.26,3.42,48,1.81,77,0.0,0,100,3.42
12,5,0,167.64,65.77,170.18,3.42,50,5.87,31,0.97,25,20,3.42
8,4,0,182.88,77.11,187.96,3.42,37,3.95,51,2.37,33,100,3.42
10,2,0,170.18,56.7,177.8,3.42,44,3.2,60,0.32,25,35,3.42
11,4,0,180.34,70.31,185.42,3.42,40,3.18,58,0.46,100,63,3.42
8,9,0,170.18,52.16,175.26,3.42,39,4.13,47,1.09,27,66,3.42
16,6,0,180.34,70.31,182.88,3.42,41,4.89,54,0.67,14,100,3.42
12,7,0,172.72,70.31,177.8,3.42,43,2.96,68,2.43,20,0,3.42
21,9,0,195.58,92.99,200.66,3.42,40,3.91,45,1.29,35,47,3.42
13,2,0,175.26,65.77,177.8,3.42,51,2.36,58,0.48,100,61,3.42
13,5,0,177.8,65.77,185.42,3.41,39,3.15,61,2.74,66,66,3.41
27,7,0,175.26,70.31,185.42,3.41,49,2.91,59,1.56,16,75,3.41
29,10,1,187.96,92.99,198.12,3.41,50,2.91,53,1.09,50,68,3.41
15,6,1,182.88,83.91,182.88,3.41,40,4.27,38,0.0,0,81,3.41
19,9,4,175.26,76.2,182.88,3.41,24,12.89,51,0.0,0,66,3.41
28,6,1,185.42,77.11,187.96,3.41,41,2.37,60,0.76,28,61,3.41
8,0,0,185.42,77.11,190.5,3.41,80,0.8,0,3.01,100,0,3.41
10,2,0,170.18,65.77,170.18,3.41,49,1.99,66,1.39,64,72,3.41
20,13,1,170.18,56.7,167.64,3.41,44,2.67,56,3.73,47,59,3.41
21,16,1,175.26,77.11,182.88,3.4,69,1.53,68,4.0,66,50,3.4
17,2,0,185.42,77.11,190.5,3.4,40,1.8,62,2.61,43,60,3.4
5,3,0,182.88,77.11,182.88,3.4,66,0.8,42,0.0,0,50,3.4
8,6,0,193.04,111.13,198.12,3.4,61,3.07,46,0.0,0,40,3.4
24,16,1,170.18,61.23,175.26,3.4,29,3.76,68,0.34,33,86,3.4
13,5,0,175.26,70.31,177.8,3.4,34,4.71,58,0.0,0,100,3.4
9,6,0,175.26,97.52,182.88,3.4,31,2.3,47,1.5,50,0,3.4
9,1,0,170.18,65.77,175.26,3.4,47,2.53,44,3.0,75,70,3.4
33,7,0,175.26,65.77,182.88,3.4,31,4.4,64,0.0,0,75,3.4
1,4,0,195.58,127.01,182.88,3.4,54,5.69,29,0.67,33,55,3.4
19,3,0,167.64,56.7,172.72,3.39,48,2.64,58,2.0,76,86,3.39
21,12,1,172.72,70.31,177.8,3.39,48,3.44,57,1.2,37,46,3.39
18,5,0,193.04,92.99,182.88,3.39,37,2.13,54,2.46,50,50,3.39
11,5,0,177.8,70.31,182.88,3.39,36,3.93,59,0.0,0,70,3.39
7,1,1,190.5,120.2,187.96,3.38,50,5.25,49,0.51,16,100,3.38
20,9,0,185.42,83.91,187.96,3.38,43,3.03,56,0.81,26,82,3.38
26,12,1,185.42,92.99,195.58,3.37,39,3.13,58,0.52,25,71,3.37
8,2,0,185.42,119.75,198.12,3.37,59,2.57,57,0.96,66,36,3.37
12,6,0,177.8,83.91,185.42,3.37,48,3.99,55,0.89,38,50,3.37
7,3,0,172.72,61.23,175.26,3.37,36,4.4,58,2.93,66,75,3.37
14,10,0,170.18,70.31,175.26,3.37,32,3.62,62,0.81,23,60,3.37
10,2,0,175.26,65.77,177.8,3.37,46,4.66,41,1.58,28,57,3.37
17,11,0,175.26,65.77,182.88,3.37,44,2.89,49,3.41,57,36,3.37
15,12,0,165.1,61.23,167.64,3.37,40,3.41,65,2.61,45,59,3.37
23,10,1,167.64,61.23,170.18,3.37,40,4.53,54,0.87,41,46,3.37
21,11,2,170.18,61.23,175.26,3.37,37,3.27,57,1.46,57,70,3.37
6,3,0,172.72,65.77,172.72,3.37,45,2.98,54,1.45,22,63,3.37
12,4,0,185.42,65.77,185.42,3.37,44,2.7,50,0.94,25,15,3.37
17,4,0,165.1,56.7,170.18,3.37,35,3.37,50,2.45,60,0,3.37
19,4,0,180.34,77.11,177.8,3.37,51,2.91,62,1.31,40,73,3.37
18,7,0,167.64,61.23,165.1,3.36,41,5.37,67,0.85,21,70,3.36
14,7,0,175.26,70.31,177.8,3.36,48,3.26,62,0.78,55,34,3.36
24,3,0,177.8,70.31,187.96,3.36,42,2.44,61,1.0,28,70,3.36
13,2,0,177.8,61.23,190.5,3.36,53,1.41,64,3.42,71,69,3.36
11,6,0,187.96,92.99,195.58,3.36,42,3.44,56,1.02,35,60,3.36
21,2,2,170.18,65.77,182.88,3.36,35,3.2,63,1.0,27,71,3.36
10,3,0,177.8,77.11,170.18,3.36,49,4.61,46,1.54,35,33,3.36
22,6,0,177.8,77.11,180.34,3.36,48,3.34,54,1.95,35,47,3.36
10,6,0,167.64,61.23,170.18,3.36,44,5.07,57,1.0,16,70,3.36
24,14,0,167.64,61.23,167.64,3.36,41,4.61,54,1.79,42,60,3.36
9,2,0,182.88,83.91,185.42,3.36,54,4.84,48,3.7,26,100,3.36
18,10,2,170.18,70.31,170.18,3.36,40,3.5,54,1.36,50,58,3.36
15,37,0,185.42,83.91,182.88,3.36,77,0.0,0,0.0,0,100,3.36
31,12,0,182.88,77.11,185.42,3.35,44,2.55,69,1.56,58,66,3.35
9,4,0,193.04,92.99,203.2,3.35,39,4.82,49,0.23,50,42,3.35
14,2,0,170.18,56.7,177.8,3.35,44,3.29,54,3.81,42,61,3.35
17,8,0,160.02,56.7,162.56,3.35,43,2.23,61,1.11,39,57,3.35
5,2,2,187.96,92.99,182.88,3.35,51,2.04,62,0.0,0,0,3.35
9,4,0,182.88,112.04,187.96,3.35,39,5.82,35,4.41,62,100,3.35
8,5,0,162.56,52.16,165.1,3.35,52,2.62,42,1.27,33,34,3.35
19,10,0,175.26,61.23,185.42,3.35,48,3.33,55,1.87,57,68,3.35
7,4,1,162.56,56.7,162.56,3.35,46,4.38,45,1.34,40,55,3.35
25,21,0,170.18,56.7,175.26,3.35,30,5.7,51,1.35,23,30,3.35
3,3,0,190.5,83.91,182.88,3.35,48,5.09,35,0.0,0,33,3.35
11,4,0,177.8,77.11,182.88,3.34,43,8.85,47,1.59,25,33,3.34
16,8,0,170.18,65.77,172.72,3.34,44,5.33,62,0.75,40,20,3.34
12,3,0,190.5,83.91,185.42,3.34,50,2.81,60,0.0,0,70,3.34
15,6,1,187.96,92.99,187.96,3.34,48,4.87,39,1.31,30,50,3.34
19,2,0,172.72,65.77,177.8,3.34,40,2.86,61,1.12,50,76,3.34
4,5,0,167.64,56.7,175.26,3.34,37,5.2,50,0.84,50,14,3.34
20,4,0,177.8,61.23,182.88,3.33,60,3.0,60,4.0,23,100,3.33
4,2,0,187.96,92.99,195.58,3.33,75,4.94,20,1.67,10,100,3.33
12,4,0,172.72,65.77,177.8,3.33,42,3.0,58,1.92,41,70,3.33
27,10,2,193.04,108.86,208.28,3.33,56,1.28,54,2.3,56,52,3.33
15,5,0,160.02,52.16,167.64,3.33,39,3.23,67,2.33,66,66,3.33
8,4,0,175.26,77.11,182.88,3.33,57,2.41,39,2.5,50,50,3.33
10,1,0,172.72,70.31,185.42,3.33,42,4.4,44,1.0,9,50,3.33
20,13,0,172.72,61.23,170.18,3.33,39,3.81,44,0.0,0,50,3.33
2,1,0,175.26,83.91,182.88,3.33,25,10.0,57,0.0,0,0,3.33
12,2,0,180.34,92.99,180.34,3.33,43,5.39,43,2.77,41,0,3.33
2,6,0,185.42,140.61,182.88,3.32,51,4.5,32,0.0,0,66,3.32
13,7,0,182.88,83.91,187.96,3.32,39,3.44,61,1.46,39,83,3.32
27,16,0,185.42,92.99,195.58,3.31,48,3.71,42,1.96,47,59,3.31
9,5,0,185.42,83.91,180.34,3.31,34,3.73,54,0.83,26,48,3.31
18,5,0,162.56,52.16,160.02,3.31,41,4.57,57,3.03,42,58,3.31
14,8,0,177.8,65.77,172.72,3.31,51,2.96,50,0.33,14,60,3.31
14,4,0,157.48,56.7,162.56,3.31,52,2.33,65,3.49,25,71,3.31
16,6,0,175.26,65.77,182.88,3.31,62,2.06,44,2.43,24,66,3.31
13,5,0,160.02,61.23,182.88,3.31,39,7.42,41,0.75,10,80,3.31
4,3,0,170.18,56.7,167.64,3.31,45,4.75,32,1.84,44,0,3.31
27,10,0,175.26,77.11,180.34,3.3,39,1.63,65,3.67,60,37,3.3
16,8,0,182.88,77.11,187.96,3.3,41,6.26,45,0.25,100,66,3.3
11,3,1,182.88,83.91,193.04,3.3,52,3.93,51,0.61,40,38,3.3
12,16,11,167.64,70.31,182.88,3.3,32,2.2,63,1.5,100,0,3.3
35,17,0,185.42,83.91,195.58,3.3,44,3.5,53,2.01,37,34,3.3
8,4,0,175.26,65.77,177.8,3.3,43,4.93,40,0.98,30,73,3.3
14,2,1,187.96,77.11,193.04,3.29,47,0.82,78,5.84,56,100,3.29
7,4,0,167.64,65.77,172.72,3.29,45,6.51,43,0.0,0,18,3.29
9,2,0,165.1,61.23,182.88,3.29,41,3.45,47,0.78,100,26,3.29
60,17,1,187.96,108.86,203.2,3.29,48,3.8,44,1.82,46,37,3.29
36,16,1,180.34,77.11,182.88,3.29,46,3.63,58,1.09,34,46,3.29
4,6,0,180.34,70.31,182.88,3.29,38,4.41,57,0.0,0,77,3.29
11,2,0,175.26,65.77,182.88,3.29,40,2.37,60,1.54,21,50,3.29
13,5,0,182.88,77.11,182.88,3.29,64,0.84,47,1.15,25,50,3.29
13,6,0,185.42,77.11,187.96,3.29,48,3.91,58,0.66,100,68,3.29
35,17,0,187.96,111.13,195.58,3.29,45,3.83,52,0.19,33,39,3.29
15,10,0,190.5,83.91,190.5,3.29,55,3.31,51,1.7,32,60,3.29
11,6,0,185.42,83.91,193.04,3.29,36,2.66,60,0.61,100,66,3.29
21,5,1,185.42,92.99,193.04,3.29,38,2.26,57,3.55,60,82,3.29
23,4,1,165.1,56.7,167.64,3.28,52,2.11,62,2.56,63,71,3.28
12,6,0,185.42,92.99,187.96,3.28,42,2.65,59,0.12,12,60,3.28
15,5,0,182.88,83.91,185.42,3.28,54,3.62,54,2.3,55,79,3.28
9,7,0,200.66,117.03,203.2,3.28,45,3.61,45,0.0,0,27,3.28
15,6,0,190.5,92.99,198.12,3.28,41,3.87,50,0.0,0,71,3.28
15,8,2,177.8,113.4,182.88,3.28,53,4.9,56,0.38,50,53,3.28
33,18,1,187.96,83.91,190.5,3.28,44,3.63,52,0.06,14,82,3.28
5,0,0,198.12,110.68,198.12,3.28,53,5.63,47,0.0,0,0,3.28
11,4,0,172.72,70.31,182.88,3.27,42,4.47,36,4.0,30,33,3.27
9,6,0,165.1,56.7,162.56,3.27,39,4.7,46,1.6,27,71,3.27
19,6,0,180.34,77.11,185.42,3.27,45,2.33,60,1.71,41,61,3.27
9,5,0,172.72,65.77,182.88,3.27,40,7.73,46,0.0,0,0,3.27
12,1,0,170.18,56.7,182.88,3.27,31,3.0,65,0.0,0,0,3.27
13,5,0,187.96,92.99,182.88,3.27,39,3.14,60,0.65,14,57,3.27
9,4,0,182.88,83.91,182.88,3.27,29,4.4,70,0.0,0,0,3.27
9,5,0,180.34,83.91,182.88,3.27,62,3.27,54,1.75,11,75,3.27
32,10,2,190.5,92.99,198.12,3.26,52,2.27,58,0.21,16,66,3.26
19,6,0,180.34,77.11,190.5,3.26,42,2.77,63,1.93,50,66,3.26
10,7,2,170.18,61.23,175.26,3.26,44,3.63,53,0.5,16,30,3.26
11,4,0,182.88,77.11,185.42,3.26,47,2.76,56,2.04,37,40,3.26
22,6,0,187.96,92.99,198.12,3.25,47,1.83,60,2.43,57,77,3.25
15,7,0,180.34,83.91,182.88,3.25,48,4.21,50,1.35,50,80,3.25
12,6,0,172.72,65.77,172.72,3.25,45,4.91,50,0.7,28,86,3.25
17,11,2,187.96,83.91,193.04,3.25,36,2.98,59,1.18,45,62,3.25
19,6,0,180.34,113.4,185.42,3.25,40,4.2,53,0.69,40,61,3.25
37,12,0,185.42,92.99,185.42,3.25,54,2.51,55,1.52,56,73,3.25
14,5,0,180.34,83.91,182.88,3.25,50,2.98,59,1.02,17,59,3.25
11,3,0,175.26,70.31,182.88,3.25,43,4.45,54,2.53,58,77,3.25
1,0,0,157.48,56.7,182.88,3.24,56,2.01,57,1.68,100,100,3.24
9,3,0,177.8,61.23,177.8,3.23,42,4.27,52,3.66,44,50,3.23
10,3,0,170.18,77.11,177.8,3.23,58,3.75,45,1.83,16,75,3.23
16,5,1,177.8,70.31,182.88,3.23,38,4.37,52,2.5,100,100,3.23
19,9,0,177.8,77.11,182.88,3.23,32,4.77,64,3.31,36,75,3.23
22,13,2,187.96,77.11,195.58,3.23,50,3.58,51,0.2,40,66,3.23
5,2,0,170.18,61.23,167.64,3.23,55,4.3,52,3.23,25,0,3.23
13,1,0,182.88,77.11,195.58,3.23,38,3.7,47,1.85,20,50,3.23
22,10,1,185.42,77.11,193.04,3.23,50,2.09,64,1.53,54,66,3.23
14,0,0,170.18,56.7,177.8,3.23,69,1.26,47,2.41,41,60,3.23
18,11,0,182.88,83.91,200.66,3.23,48,3.85,54,0.54,38,64,3.23
28,10,0,165.1,61.23,167.64,3.22,42,2.5,66,1.65,39,78,3.22
11,4,0,190.5,83.91,193.04,3.22,52,2.94,42,2.12,25,82,3.22
4,8,0,187.96,92.99,187.96,3.22,54,3.54,54,0.0,0,87,3.22
20,7,0,182.88,77.11,182.88,3.22,42,3.28,62,1.86,41,78,3.22
11,4,0,167.64,61.23,172.72,3.22,36,2.82,63,0.95,71,51,3.22
14,8,0,187.96,77.11,190.5,3.22,60,3.26,51,0.0,0,71,3.22
12,6,0,177.8,70.31,190.5,3.22,50,5.87,40,1.5,26,47,3.22
14,5,0,175.26,70.31,177.8,3.22,37,2.61,59,1.34,60,30,3.22
4,7,0,182.88,83.91,182.88,3.21,66,1.28,0,0.0,0,40,3.21
29,16,0,180.34,65.77,177.8,3.21,41,2.96,54,0.47,21,55,3.21
20,6,0,172.72,56.7,175.26,3.21,61,2.28,50,1.55,26,16,3.21
9,4,0,180.34,77.11,185.42,3.21,63,2.61,52,1.49,27,44,3.21
26,13,0,190.5,83.91,190.5,3.21,58,1.84,50,1.35,36,28,3.21
16,5,0,175.26,65.77,182.88,3.21,37,3.78,57,2.79,59,72,3.21
15,6,0,172.72,61.23,175.26,3.21,40,2.79,56,0.9,30,78,3.21
10,6,0,177.8,56.7,182.88,3.21,33,2.6,51,0.0,0,40,3.21
9,3,0,167.64,65.77,172.72,3.21,48,4.54,45,1.18,18,27,3.21
14,7,0,180.34,65.77,180.34,3.21,39,4.75,51,0.36,16,83,3.21
